dataset,metric_id,metric_profile_id,metric_condition_id,applicability,definition_variant,evaluation_reference,label_count,positive_label,denominator_basis,phase_method_restriction,prerequisite_or_reason,implementation_status
goemotions,active_time,G-EMOTION28-v1,G-EMOTION28-v1/active_time/dataset-metric-conditions-v1,applicable,multilabel_emotion__active_time,released_emotion_label_sets,28,,"Wall time spent on preparation, adaptation/search, prediction, judging and retries; sum nonoverlapping phase intervals. Separate cold-start setup.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,active_time,C-CODING-v1,C-CODING-v1/active_time/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__active_time,none,,,"Wall time spent on preparation, adaptation/search, prediction, judging and retries; sum nonoverlapping phase intervals. Separate cold-start setup.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,active_time,P-CODING-v1,P-CODING-v1/active_time/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__active_time,none,,,"Wall time spent on preparation, adaptation/search, prediction, judging and retries; sum nonoverlapping phase intervals. Separate cold-start setup.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,elapsed_pause,D-STRESS-v1,D-STRESS-v1/elapsed_pause/dataset-metric-conditions-v1,applicable,binary_stress__elapsed_pause,released_stress_labels,2,stress=1,"End-start elapsed time plus separately measured user-pause, infrastructure-idle and active intervals.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,elapsed_pause,G-EMOTION28-v1,G-EMOTION28-v1/elapsed_pause/dataset-metric-conditions-v1,applicable,multilabel_emotion__elapsed_pause,released_emotion_label_sets,28,,"End-start elapsed time plus separately measured user-pause, infrastructure-idle and active intervals.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,elapsed_pause,C-CODING-v1,C-CODING-v1/elapsed_pause/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__elapsed_pause,none,,,"End-start elapsed time plus separately measured user-pause, infrastructure-idle and active intervals.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,elapsed_pause,P-CODING-v1,P-CODING-v1/elapsed_pause/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__elapsed_pause,none,,,"End-start elapsed time plus separately measured user-pause, infrastructure-idle and active intervals.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,stage_latency,D-STRESS-v1,D-STRESS-v1/stage_latency/dataset-metric-conditions-v1,applicable,binary_stress__stage_latency,released_stress_labels,2,stress=1,"Separate generator, reflector, curator, optimizer and judge latencies; completed versus failed attempts separately.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,stage_latency,G-EMOTION28-v1,G-EMOTION28-v1/stage_latency/dataset-metric-conditions-v1,applicable,multilabel_emotion__stage_latency,released_emotion_label_sets,28,,"Separate generator, reflector, curator, optimizer and judge latencies; completed versus failed attempts separately.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,stage_latency,C-CODING-v1,C-CODING-v1/stage_latency/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__stage_latency,none,,,"Separate generator, reflector, curator, optimizer and judge latencies; completed versus failed attempts separately.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,stage_latency,P-CODING-v1,P-CODING-v1/stage_latency/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__stage_latency,none,,,"Separate generator, reflector, curator, optimizer and judge latencies; completed versus failed attempts separately.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,online_step_latency,D-STRESS-v1,D-STRESS-v1/online_step_latency/dataset-metric-conditions-v1,applicable,binary_stress__online_step_latency,released_stress_labels,2,stress=1,Time from beginning prediction to committed memory update; include its retries; report mean/p50/p95.,Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,online_step_latency,G-EMOTION28-v1,G-EMOTION28-v1/online_step_latency/dataset-metric-conditions-v1,applicable,multilabel_emotion__online_step_latency,released_emotion_label_sets,28,,Time from beginning prediction to committed memory update; include its retries; report mean/p50/p95.,Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,online_step_latency,C-CODING-v1,C-CODING-v1/online_step_latency/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__online_step_latency,none,,,Time from beginning prediction to committed memory update; include its retries; report mean/p50/p95.,Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,online_step_latency,P-CODING-v1,P-CODING-v1/online_step_latency/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__online_step_latency,none,,,Time from beginning prediction to committed memory update; include its retries; report mean/p50/p95.,Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,throughput,D-STRESS-v1,D-STRESS-v1/throughput/dataset-metric-conditions-v1,applicable,binary_stress__throughput,released_stress_labels,2,stress=1,Completed valid evaluation items / active prediction wall time; separate token throughput and batch profile.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,throughput,G-EMOTION28-v1,G-EMOTION28-v1/throughput/dataset-metric-conditions-v1,applicable,multilabel_emotion__throughput,released_emotion_label_sets,28,,Completed valid evaluation items / active prediction wall time; separate token throughput and batch profile.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,throughput,C-CODING-v1,C-CODING-v1/throughput/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__throughput,none,,,Completed valid evaluation items / active prediction wall time; separate token throughput and batch profile.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,throughput,P-CODING-v1,P-CODING-v1/throughput/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__throughput,none,,,Completed valid evaluation items / active prediction wall time; separate token throughput and batch profile.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,tokens,D-STRESS-v1,D-STRESS-v1/tokens/dataset-metric-conditions-v1,applicable,binary_stress__tokens,released_stress_labels,2,stress=1,"Totals and per-item mean/p50/p95 by role, with native tokenizer and missing-usage counters.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,tokens,G-EMOTION28-v1,G-EMOTION28-v1/tokens/dataset-metric-conditions-v1,applicable,multilabel_emotion__tokens,released_emotion_label_sets,28,,"Totals and per-item mean/p50/p95 by role, with native tokenizer and missing-usage counters.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,tokens,C-CODING-v1,C-CODING-v1/tokens/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__tokens,none,,,"Totals and per-item mean/p50/p95 by role, with native tokenizer and missing-usage counters.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,tokens,P-CODING-v1,P-CODING-v1/tokens/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__tokens,none,,,"Totals and per-item mean/p50/p95 by role, with native tokenizer and missing-usage counters.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,calls,D-STRESS-v1,D-STRESS-v1/calls/dataset-metric-conditions-v1,applicable,binary_stress__calls,released_stress_labels,2,stress=1,"Separate inference calls, optimizer metric evaluations, retries, and cache hits; do not equate them.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,calls,G-EMOTION28-v1,G-EMOTION28-v1/calls/dataset-metric-conditions-v1,applicable,multilabel_emotion__calls,released_emotion_label_sets,28,,"Separate inference calls, optimizer metric evaluations, retries, and cache hits; do not equate them.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,calls,C-CODING-v1,C-CODING-v1/calls/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__calls,none,,,"Separate inference calls, optimizer metric evaluations, retries, and cache hits; do not equate them.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,calls,P-CODING-v1,P-CODING-v1/calls/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__calls,none,,,"Separate inference calls, optimizer metric evaluations, retries, and cache hits; do not equate them.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,discarded_time,D-STRESS-v1,D-STRESS-v1/discarded_time/dataset-metric-conditions-v1,applicable,binary_stress__discarded_time,released_stress_labels,2,stress=1,"Sum measured duration of canceled, truncated or otherwise unusable calls; distinguish successful fallback calls and unknown cancellation duration.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,discarded_time,G-EMOTION28-v1,G-EMOTION28-v1/discarded_time/dataset-metric-conditions-v1,applicable,multilabel_emotion__discarded_time,released_emotion_label_sets,28,,"Sum measured duration of canceled, truncated or otherwise unusable calls; distinguish successful fallback calls and unknown cancellation duration.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,discarded_time,C-CODING-v1,C-CODING-v1/discarded_time/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__discarded_time,none,,,"Sum measured duration of canceled, truncated or otherwise unusable calls; distinguish successful fallback calls and unknown cancellation duration.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,discarded_time,P-CODING-v1,P-CODING-v1/discarded_time/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__discarded_time,none,,,"Sum measured duration of canceled, truncated or otherwise unusable calls; distinguish successful fallback calls and unknown cancellation duration.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,peak_vram,D-STRESS-v1,D-STRESS-v1/peak_vram/dataset-metric-conditions-v1,conditional,binary_stress__peak_vram,released_stress_labels,2,stress=1,"Sample GPU memory at 1 second and store sampling interval; include model and KV cache, not only weight file size.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
goemotions,peak_vram,G-EMOTION28-v1,G-EMOTION28-v1/peak_vram/dataset-metric-conditions-v1,conditional,multilabel_emotion__peak_vram,released_emotion_label_sets,28,,"Sample GPU memory at 1 second and store sampling interval; include model and KV cache, not only weight file size.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
cache,peak_vram,C-CODING-v1,C-CODING-v1/peak_vram/dataset-metric-conditions-v1,conditional,source_grounded_thematic_coding__peak_vram,none,,,"Sample GPU memory at 1 second and store sampling interval; include model and KV cache, not only weight file size.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
parlamint_gb,peak_vram,P-CODING-v1,P-CODING-v1/peak_vram/dataset-metric-conditions-v1,conditional,source_grounded_thematic_coding__peak_vram,none,,,"Sample GPU memory at 1 second and store sampling interval; include model and KV cache, not only weight file size.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
dreaddit,energy,D-STRESS-v1,D-STRESS-v1/energy/dataset-metric-conditions-v1,conditional,binary_stress__energy,released_stress_labels,2,stress=1,"Integrate measured GPU power over active intervals; report sampling/missing data, excludes unmeasured host energy.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
goemotions,energy,G-EMOTION28-v1,G-EMOTION28-v1/energy/dataset-metric-conditions-v1,conditional,multilabel_emotion__energy,released_emotion_label_sets,28,,"Integrate measured GPU power over active intervals; report sampling/missing data, excludes unmeasured host energy.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
cache,energy,C-CODING-v1,C-CODING-v1/energy/dataset-metric-conditions-v1,conditional,source_grounded_thematic_coding__energy,none,,,"Integrate measured GPU power over active intervals; report sampling/missing data, excludes unmeasured host energy.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
parlamint_gb,energy,P-CODING-v1,P-CODING-v1/energy/dataset-metric-conditions-v1,conditional,source_grounded_thematic_coding__energy,none,,,"Integrate measured GPU power over active intervals; report sampling/missing data, excludes unmeasured host energy.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
dreaddit,monetary_cost,D-STRESS-v1,D-STRESS-v1/monetary_cost/dataset-metric-conditions-v1,conditional,binary_stress__monetary_cost,released_stress_labels,2,stress=1,"Actual billed/API cost or rate-card estimate with explicit tariff, date and active allocation; no invented local dollar costs.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
goemotions,monetary_cost,G-EMOTION28-v1,G-EMOTION28-v1/monetary_cost/dataset-metric-conditions-v1,conditional,multilabel_emotion__monetary_cost,released_emotion_label_sets,28,,"Actual billed/API cost or rate-card estimate with explicit tariff, date and active allocation; no invented local dollar costs.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
cache,monetary_cost,C-CODING-v1,C-CODING-v1/monetary_cost/dataset-metric-conditions-v1,conditional,source_grounded_thematic_coding__monetary_cost,none,,,"Actual billed/API cost or rate-card estimate with explicit tariff, date and active allocation; no invented local dollar costs.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
parlamint_gb,monetary_cost,P-CODING-v1,P-CODING-v1/monetary_cost/dataset-metric-conditions-v1,conditional,source_grounded_thematic_coding__monetary_cost,none,,,"Actual billed/API cost or rate-card estimate with explicit tariff, date and active allocation; no invented local dollar costs.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Stage logs / backend token usage / GPU telemetry or billing as appropriate,specified_not_yet_validated_for_server
dreaddit,memory_size,D-STRESS-v1,D-STRESS-v1/memory_size/dataset-metric-conditions-v1,applicable,binary_stress__memory_size,released_stress_labels,2,stress=1,"Before/after each update: tokens, bytes and stable bullet count where supported; p50/max/final plus growth.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,memory_size,G-EMOTION28-v1,G-EMOTION28-v1/memory_size/dataset-metric-conditions-v1,applicable,multilabel_emotion__memory_size,released_emotion_label_sets,28,,"Before/after each update: tokens, bytes and stable bullet count where supported; p50/max/final plus growth.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,memory_size,C-CODING-v1,C-CODING-v1/memory_size/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__memory_size,none,,,"Before/after each update: tokens, bytes and stable bullet count where supported; p50/max/final plus growth.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,memory_size,P-CODING-v1,P-CODING-v1/memory_size/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__memory_size,none,,,"Before/after each update: tokens, bytes and stable bullet count where supported; p50/max/final plus growth.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,memory_operations,D-STRESS-v1,D-STRESS-v1/memory_operations/dataset-metric-conditions-v1,applicable,binary_stress__memory_operations,released_stress_labels,2,stress=1,Count committed ACE delta operations by type; for DC report whole-cheatsheet revisions without inventing ACE bullet semantics.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,memory_operations,G-EMOTION28-v1,G-EMOTION28-v1/memory_operations/dataset-metric-conditions-v1,applicable,multilabel_emotion__memory_operations,released_emotion_label_sets,28,,Count committed ACE delta operations by type; for DC report whole-cheatsheet revisions without inventing ACE bullet semantics.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,memory_operations,C-CODING-v1,C-CODING-v1/memory_operations/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__memory_operations,none,,,Count committed ACE delta operations by type; for DC report whole-cheatsheet revisions without inventing ACE bullet semantics.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,memory_operations,P-CODING-v1,P-CODING-v1/memory_operations/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__memory_operations,none,,,Count committed ACE delta operations by type; for DC report whole-cheatsheet revisions without inventing ACE bullet semantics.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,memory_rejections,D-STRESS-v1,D-STRESS-v1/memory_rejections/dataset-metric-conditions-v1,applicable,binary_stress__memory_rejections,released_stress_labels,2,stress=1,Rejected over-budget or invalid updates / attempted updates; retained-old-memory events tracked separately.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,memory_rejections,G-EMOTION28-v1,G-EMOTION28-v1/memory_rejections/dataset-metric-conditions-v1,applicable,multilabel_emotion__memory_rejections,released_emotion_label_sets,28,,Rejected over-budget or invalid updates / attempted updates; retained-old-memory events tracked separately.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,memory_rejections,C-CODING-v1,C-CODING-v1/memory_rejections/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__memory_rejections,none,,,Rejected over-budget or invalid updates / attempted updates; retained-old-memory events tracked separately.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,memory_rejections,P-CODING-v1,P-CODING-v1/memory_rejections/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__memory_rejections,none,,,Rejected over-budget or invalid updates / attempted updates; retained-old-memory events tracked separately.,Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,bullet_use,D-STRESS-v1,D-STRESS-v1/bullet_use/dataset-metric-conditions-v1,applicable,binary_stress__bullet_use,released_stress_labels,2,stress=1,Valid bullet IDs cited by predictions / total cited IDs; also distinct cited bullets / existing bullets. Self-reported references are not causal utilization.,ACE with stable bullet IDs only; DC/static methods N/A.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,bullet_use,G-EMOTION28-v1,G-EMOTION28-v1/bullet_use/dataset-metric-conditions-v1,applicable,multilabel_emotion__bullet_use,released_emotion_label_sets,28,,Valid bullet IDs cited by predictions / total cited IDs; also distinct cited bullets / existing bullets. Self-reported references are not causal utilization.,ACE with stable bullet IDs only; DC/static methods N/A.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,bullet_use,C-CODING-v1,C-CODING-v1/bullet_use/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__bullet_use,none,,,Valid bullet IDs cited by predictions / total cited IDs; also distinct cited bullets / existing bullets. Self-reported references are not causal utilization.,ACE with stable bullet IDs only; DC/static methods N/A.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,bullet_use,P-CODING-v1,P-CODING-v1/bullet_use/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__bullet_use,none,,,Valid bullet IDs cited by predictions / total cited IDs; also distinct cited bullets / existing bullets. Self-reported references are not causal utilization.,ACE with stable bullet IDs only; DC/static methods N/A.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,update_completion,D-STRESS-v1,D-STRESS-v1/update_completion/dataset-metric-conditions-v1,applicable,binary_stress__update_completion,released_stress_labels,2,stress=1,"Committed required online updates / 100, or offline adaptation updates / 100. No-op valid updates count but are identified.",Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,update_completion,G-EMOTION28-v1,G-EMOTION28-v1/update_completion/dataset-metric-conditions-v1,applicable,multilabel_emotion__update_completion,released_emotion_label_sets,28,,"Committed required online updates / 100, or offline adaptation updates / 100. No-op valid updates count but are identified.",Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,update_completion,C-CODING-v1,C-CODING-v1/update_completion/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__update_completion,none,,,"Committed required online updates / 100, or offline adaptation updates / 100. No-op valid updates count but are identified.",Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,update_completion,P-CODING-v1,P-CODING-v1/update_completion/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__update_completion,none,,,"Committed required online updates / 100, or offline adaptation updates / 100. No-op valid updates count but are identified.",Offline ACE or online DC/ACE only; operation semantics differ for ACE delta versus DC rewrite.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,learning_curve,D-STRESS-v1,D-STRESS-v1/learning_curve/dataset-metric-conditions-v1,applicable,binary_stress__learning_curve,released_stress_labels,2,stress=1,"Compute applicable task and grounding metrics at prefixes 20,40,60,80,100 and disjoint blocks; include block N and GT support.",Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,learning_curve,G-EMOTION28-v1,G-EMOTION28-v1/learning_curve/dataset-metric-conditions-v1,applicable,multilabel_emotion__learning_curve,released_emotion_label_sets,28,,"Compute applicable task and grounding metrics at prefixes 20,40,60,80,100 and disjoint blocks; include block N and GT support.",Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,learning_curve,C-CODING-v1,C-CODING-v1/learning_curve/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__learning_curve,none,,,"Compute applicable task and grounding metrics at prefixes 20,40,60,80,100 and disjoint blocks; include block N and GT support.",Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,learning_curve,P-CODING-v1,P-CODING-v1/learning_curve/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__learning_curve,none,,,"Compute applicable task and grounding metrics at prefixes 20,40,60,80,100 and disjoint blocks; include block N and GT support.",Online DC/ACE only; pre-update predictions and saved order.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,matched_base_delta,D-STRESS-v1,D-STRESS-v1/matched_base_delta/dataset-metric-conditions-v1,applicable,binary_stress__matched_base_delta,released_stress_labels,2,stress=1,Same-backbone/seed/item matched difference for applicable metric; percentages expressed in percentage points.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,matched_base_delta,G-EMOTION28-v1,G-EMOTION28-v1/matched_base_delta/dataset-metric-conditions-v1,applicable,multilabel_emotion__matched_base_delta,released_emotion_label_sets,28,,Same-backbone/seed/item matched difference for applicable metric; percentages expressed in percentage points.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,matched_base_delta,C-CODING-v1,C-CODING-v1/matched_base_delta/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__matched_base_delta,none,,,Same-backbone/seed/item matched difference for applicable metric; percentages expressed in percentage points.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,matched_base_delta,P-CODING-v1,P-CODING-v1/matched_base_delta/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__matched_base_delta,none,,,Same-backbone/seed/item matched difference for applicable metric; percentages expressed in percentage points.,All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
dreaddit,seed_variation,D-STRESS-v1,D-STRESS-v1/seed_variation/dataset-metric-conditions-v1,applicable,binary_stress__seed_variation,released_stress_labels,2,stress=1,"Per-seed scores and mean/sample SD across seeds 42,43,44; never select the best seed or claim N=300 unique examples.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
goemotions,seed_variation,G-EMOTION28-v1,G-EMOTION28-v1/seed_variation/dataset-metric-conditions-v1,applicable,multilabel_emotion__seed_variation,released_emotion_label_sets,28,,"Per-seed scores and mean/sample SD across seeds 42,43,44; never select the best seed or claim N=300 unique examples.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
cache,seed_variation,C-CODING-v1,C-CODING-v1/seed_variation/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__seed_variation,none,,,"Per-seed scores and mean/sample SD across seeds 42,43,44; never select the best seed or claim N=300 unique examples.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
parlamint_gb,seed_variation,P-CODING-v1,P-CODING-v1/seed_variation/dataset-metric-conditions-v1,applicable,source_grounded_thematic_coding__seed_variation,none,,,"Per-seed scores and mean/sample SD across seeds 42,43,44; never select the best seed or claim N=300 unique examples.",All scheduled methods; each metric must satisfy its artifact prerequisites.,Requires completed validated artifacts described by the metric register.,specified_not_yet_validated_for_server
