model_id,model_dir,corpus_id,packet_id,status,validation_errors,disposition,requested_expertise,confidence,serious_error_flags,output_file
qwen3:8b,qwen3_8b,goemotions,PKT_01d0f4cd0379b123,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01d0f4cd0379b123.json
qwen3:8b,qwen3_8b,goemotions,PKT_01d4e31b5e335054,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01d4e31b5e335054.json
qwen3:8b,qwen3_8b,goemotions,PKT_01dc6e9edf37123a,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01dc6e9edf37123a.json
qwen3:8b,qwen3_8b,goemotions,PKT_01df0589e9ed87c7,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01df0589e9ed87c7.json
qwen3:8b,qwen3_8b,goemotions,PKT_01e0b758a7343e4e,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01e0b758a7343e4e.json
qwen3:8b,qwen3_8b,goemotions,PKT_01f73c69b0539cf9,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01f73c69b0539cf9.json
qwen3:8b,qwen3_8b,goemotions,PKT_01fbe83f43b5f960,valid,,escalate,both,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01fbe83f43b5f960.json
qwen3:8b,qwen3_8b,goemotions,PKT_01fd14a7328b2988,valid,,escalate,both,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_01fd14a7328b2988.json
qwen3:8b,qwen3_8b,goemotions,PKT_020c29c44869cab9,valid,,escalate,both,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_020c29c44869cab9.json
qwen3:8b,qwen3_8b,goemotions,PKT_021d1ef35686eeee,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_021d1ef35686eeee.json
qwen3:8b,qwen3_8b,goemotions,PKT_022322af119a7731,valid,,revise,none,3,contextual_flattening;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_022322af119a7731.json
qwen3:8b,qwen3_8b,goemotions,PKT_0228c973a230dd6c,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0228c973a230dd6c.json
qwen3:8b,qwen3_8b,goemotions,PKT_022a11d4f4861770,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_022a11d4f4861770.json
qwen3:8b,qwen3_8b,goemotions,PKT_022bd4e543446c85,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_022bd4e543446c85.json
qwen3:8b,qwen3_8b,goemotions,PKT_023432d7aeab4a5e,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_023432d7aeab4a5e.json
qwen3:8b,qwen3_8b,goemotions,PKT_02391ca58ecf506b,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_02391ca58ecf506b.json
qwen3:8b,qwen3_8b,goemotions,PKT_024a1d8bde2829ef,valid,,revise,none,3,hidden_source_concentration;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_024a1d8bde2829ef.json
qwen3:8b,qwen3_8b,goemotions,PKT_0255af118aa35285,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0255af118aa35285.json
qwen3:8b,qwen3_8b,goemotions,PKT_026ff420eddebd10,valid,,reject,none,1,unsupported_inference;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_026ff420eddebd10.json
qwen3:8b,qwen3_8b,goemotions,PKT_0276acac69fd8cbb,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0276acac69fd8cbb.json
qwen3:8b,qwen3_8b,goemotions,PKT_0288397ea2c10469,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0288397ea2c10469.json
qwen3:8b,qwen3_8b,goemotions,PKT_02a6e39e4b37f78f,valid,,revise,none,3,unsupported_abstraction,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_02a6e39e4b37f78f.json
qwen3:8b,qwen3_8b,goemotions,PKT_02b3259b89a737f2,valid,,reject,none,1,unsupported_inference;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_02b3259b89a737f2.json
qwen3:8b,qwen3_8b,goemotions,PKT_02b91c02b41bdf68,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_02b91c02b41bdf68.json
qwen3:8b,qwen3_8b,goemotions,PKT_02bface836cf5283,valid,,revise,none,3,unsupported_abstraction;lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_02bface836cf5283.json
qwen3:8b,qwen3_8b,goemotions,PKT_02c8fa3f58678a9a,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_02c8fa3f58678a9a.json
qwen3:8b,qwen3_8b,goemotions,PKT_02def0ab542325cc,valid,,revise,none,3,hidden_source_concentration,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_02def0ab542325cc.json
qwen3:8b,qwen3_8b,goemotions,PKT_030d198bd1972a7c,valid,,revise,none,3,lost_negative_case,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_030d198bd1972a7c.json
qwen3:8b,qwen3_8b,goemotions,PKT_0333d1d7aa1779b8,valid,,revise,none,3,lost_negative_case;contextual_flattening,/Users/tom/Documents/GitHub/ACL2027/ACL 2027/Storage/draft_review_packets/goemotions_train_all_working_v1/reviewer_outputs/generalist/qwen3_8b/PKT_0333d1d7aa1779b8.json
